,序号,标题,最后更新,emotion_sentiment,stock,separated
2394,5082,明天涨停开盘,2020年2月12日,2,688001,明天 涨停 开盘
2395,6354,暂时出局，祝各位好运[大笑],2019年12月11日,0,688001,暂时 出局 祝 好运 大笑
2396,12014,五个帐号完美躲过，嘎嘎,2019年7月1日,2,688001,五个 帐号 完美 躲过 嘎嘎
2397,1692,坚决无耻,2020年12月1日,0,688001,坚决 无耻
2398,5532,解禁220万股，庄家会拉吗，想想吧。,2020年1月16日,0,688001,解禁 万股 庄家 会拉 想想
2399,1463,桩大卖单制造恐慌小买单慢慢低吸,2020年12月25日,1,688001,桩 大卖单 制造 恐慌 买单 慢慢 低吸
2400,2625,卖了好多股票都涨停再涨，这个还没到强势区，周线ma还没0轴以上，过了才能强,2020年7月13日,0,688001,卖 好多 股票 都 涨停 再涨 没到 强势 区 周线 没 轴 强
2401,9107,机构基金不玩 散户没有的股票 剩下游资拼刺刀了 最后结局 全部输光,2019年8月14日,0,688001,机构 基金 不玩 散户 没有 股票 剩下 游资 拼刺刀 最后 结局 全部 输光
2402,9315,业绩确定的宏达电子，看得上不,2019年8月9日,0,688001,业绩 确定 宏达 电子 看得
2403,12662,1、你不能大庭广众之下这么明目张胆地说这事，监管要查的就是垫资开科创；2、开通权限后可以取走，但最好开通后再放一段时间，券商会核查，核查要点：开通前是否大额资...,2019年6月27日,0,688001,不能 大庭广众 之下 明目张胆 地说 这事 监管 要查 垫资 开科创 开通 权限 取 走 最好 开通 放 一段时间 券商 会 核查 核查 要点 开通 前 是否 大额 资
2404,4594,688001:华兴源创未来三年(2020-2022年度)股东回报规划,2020年3月8日,2,688001,未来 三年 年度 股东 回报 规划
2405,9749,快跑,2019年8月6日,0,688001,快 跑
2406,5001,后娘养的长不大！,2020年2月17日,2,688001,后娘 养 长不大
2407,8506,001来个利好推动科创板高科技龙头企业起飞，这么大的利好今天庄家怎么也没有推动股,2019年9月2日,1,688001,来个 利好 推动 科创板 高科技 龙头企业 起飞 利好 今天 庄家 没有 推动
2408,2454,，我陪你玩。,2020年7月23日,2,688001,陪你玩
2409,7794,不到发行价，别进，切记,2019年10月21日,0,688001,不到 发行价 别进 切记
2410,4823,明天暴涨十个点以上,2020年2月25日,2,688001,明天 暴涨 十个 点
2411,13244,科创板001号花落华兴源创 注册制下第一股定价如何？,2019年6月19日,0,688001,科创板 号 花落 注册 制下 第一股 定价
2412,4838,19000元！华为史上最贵5G手机来了，HMS亮相，概念股开盘见北京时间2月24,2020年2月25日,2,688001,元 华为 史上 最贵 手机 亮相 概念股 开盘 见 北京 时间 月
2413,5697,华兴源创的重组事项怎么没有消息了？,2020年1月4日,0,688001,重组 事项 没有 消息
2414,1300,华兴源创：主力资金净流出388.72万元，净占比-9.96%（01-20）,2021年1月20日,2,688001,主力 资金 净 流出 万元 净 占
2415,11768,这么多新打呵呵星期一满仓六字头股票来打新中一二个应该没有问题,2019年7月7日,2,688001,多新 打 星期一 满仓 六 字头 股票 打 新 中 一二个 应该 没有 问题
2416,8974,科创第一股688001什么时候能站上100元那才不愧为华兴源创，科技创新，振兴中,2019年8月20日,2,688001,科创 第一股 时候 站上 元 不愧为 科技 创新 振兴 中
2417,4693,明天能解套吗？,2020年3月3日,0,688001,明天 解套
2418,7292,明天五个点，向下[微笑],2019年11月18日,2,688001,明天 五个 点 向下 微笑
2419,5728,上午收盘不能拉到47元，我就走了，垃圾股,2020年1月2日,0,688001,上午 收盘 不能 拉到 元 走 垃圾股
2420,2853,建仓好久，亏损中，华兴源创，看好你。,2020年7月1日,0,688001,建仓 好久 亏损 中 看好
2421,10220,翻20倍都有可能，你想想茅台。卖出的后悔一生。,2019年7月31日,0,688001,翻 倍 都 可能 想想 茅台 卖出 后悔 一生
2422,4414,上午买的又哭晕在厕所了,2020年3月18日,0,688001,上午 买 哭 晕 厕所
2423,12445,华兴源创中签率预计0.06%左右,2019年6月28日,2,688001,中签率 预计 左右
2424,300,希望咸鱼能翻身,2021年8月24日,0,688001,希望 咸鱼 翻身
2425,1768,SB庄，吃都赶不上热的，可以去S了。,2020年11月18日,0,688001,庄 吃 都 赶不上 热
2426,11387,散户千万不要去接盘啊,2019年7月22日,0,688001,散户 千万 不要 接盘
2427,4672,最后买进机会，过后的只会追倍才能买到了[摊手][摊手][摊手],2020年3月4日,0,688001,最后 买进 机会 过后 只会 追倍 买到 摊手 摊手 摊手
2428,12172,8309 15中了[鼓掌]，今年总算是开胡了[胜利],2019年6月30日,2,688001,中 鼓掌 今年 总算 开 胡 胜利
2429,12235,庄稼要破发，然后收集筹码，再涨,2019年6月29日,0,688001,庄稼 破发 收集 筹码 再涨
2430,9890,高抛低吸、玩的就是这种心跳、刺激、兴奋、舒爽的感觉！,2019年8月2日,2,688001,高抛低吸 玩 这种 心跳 刺激 兴奋 舒爽 感觉
2431,2339,华兴源创：连续4日融资净偿还累计407.19万元（08-10）,2020年8月11日,2,688001,连续 日 融资 净 偿还 累计 万元
2432,10832,我是只进不出谁愿意走就走不翻3倍我不出，,2019年7月24日,0,688001,进不出 愿意 走 走 翻 倍 不出
2433,1384,华兴源创：主力资金连续3天净流出累计737.5万元（01-06）,2021年1月6日,2,688001,主力 资金 连续 天净 流出 累计 万元
2434,2379,688001:华兴源创:华泰联合证券有限责任公司关于苏州华兴源创科技股份有限公司使用部分闲置募集资金进行现金管理的核查意见,2020年8月3日,0,688001,华泰 联合 证券 有限责任 公司 苏州 科技股份 有限公司 使用 部分 闲置 募集 资金 进行 现金管理 核查 意见
2435,12617,42218 15 中一个吧[鼓掌],2019年6月27日,2,688001,中 一个 鼓掌
2436,4199,华兴源创：融资净买入119.98万元，融资余额8854.56万元（04-02）,2020年4月3日,2,688001,融资 净 买入 万元 融资 余额 万元
2437,12054,第一天会上两百吗,2019年7月1日,2,688001,第一天 会上 两百
2438,5876,今天发表董事长讲话，看来又要连续涨停啦！,2019年12月24日,0,688001,今天 发表 董事长 讲话 看来 连续 涨停
2439,10547,科创板纳入沪港深通,2019年7月26日,2,688001,科创板 纳入 沪 港 深通
2440,12508,顶格申中国通号需要多少市值？中签率是多少？,2019年6月28日,0,688001,顶格申 需要 市值 中签率
2441,1453,资金流向周汇总：华兴源创本周主力资金净流出890.83万元,2020年12月27日,2,688001,资金 流向 周 汇总 本周 主力 资金 净 流出 万元
2442,11367,大侠们，保持笑容  明天笑给我看看,2019年7月22日,2,688001,大侠 保持 笑容 明天 笑 看看
2443,9166,在它和28之间，选了它。悲剧就此开始。一个涨了十点，一个套了十点。愧对01的号码,2019年8月13日,0,688001,之间 选 悲剧 就此 开始 一个 涨 十点 一个套 十点 愧对 号码
2444,8695,敬告：科创集体尾盘跌停,2019年8月27日,0,688001,敬告 科创 集体 尾盘 跌停
2445,5396,今天跌停，不要再忽悠小散,2020年1月20日,0,688001,今天 跌停 不要 忽悠 小散
2446,5465,今天 科创板被688278恶意机构顶的太过分了，风险来了大家小心,2020年1月17日,0,688001,今天 科创板 恶意 机构 顶 太过分 风险 大家 小心
2447,2325,华兴源创(688001)融资融券信息(08-17),2020年8月18日,2,688001,融资 融券 信息
2448,13099,我就想看看机构是怎么博弈的,2019年6月22日,0,688001,想 看看 机构 博弈
2449,9892,下周该回调了！,2019年8月2日,2,688001,下周 回调
2450,9947,解脱了谢谢,2019年8月2日,2,688001,解脱 谢谢
2451,93,华兴源创：融资净买入30.87万元，融资余额1.17亿元（10-11）,2021年10月12日,2,688001,融资 净 买入 万元 融资 余额 亿元
2452,13027,预计中签率200000％,2019年6月25日,2,688001,预计 中签率
2453,3323,真不想理那些sb，股价打脸不,2020年6月9日,0,688001,真 不想 理 股价 打脸
2454,6758,厉害，我的娃,2019年12月10日,2,688001,厉害 娃
2455,9269,死了,2019年8月12日,0,688001,死
2456,4510,标的估值缩水、史上最“佛”业绩承诺 华兴源创并购疑点重重,2020年3月10日,0,688001,标的 估值 缩水 史上 佛 业绩 承诺 并购 疑点重重
2457,1903,业绩提升，更要维护广大股东的权益。其中重要的一点是维护二级市场合理的股价，切实维,2020年10月27日,0,688001,业绩 提升 更要 维护 广大 股东 权益 重要 一点 维护 二级市场 合理 股价 切实 维
2458,7269,5天的涨幅不如2小时的跌幅，奇怪了,2019年11月20日,0,688001,天 涨幅 小时 跌幅 奇怪
2459,9272,完蛋了明天科创板的融券基金被多头瀑打暴仓，好可怕,2019年8月12日,0,688001,完蛋 明天 科创板 融券 基金 多头 瀑打 暴仓 可怕
2460,6162,收割了。,2019年12月13日,2,688001,收割
2461,6450,可以回调了，套了一地韭菜,2019年12月11日,2,688001,回调 套 一地 韭菜
2462,7021,科创板现在人气太低迷，需要一个龙头站出来。不知道会是那只。观察,2019年12月7日,0,688001,科创板 现在 人气 太 低迷 需要 一个 龙头 站 知道 会 观察
2463,3625,涨停解套,2020年5月26日,2,688001,涨停 解套
2464,11307,明天涨停无悬念,2019年7月22日,0,688001,明天 涨停 悬念
2465,9946,流通市值最小的就是睿创，华兴,2019年8月2日,1,688001,流通 市值 最小 睿 创 华兴
2466,3211,上了格局的当…………,2020年6月15日,0,688001,格局
2467,7709,科创板001号股票要跌-20%吗？回答是肯定的，跌吧,2019年10月29日,0,688001,科创板 号 股票 跌 回答 肯定 跌
2468,3509,重组热点已经用尽了，利好出尽，此股开始漫漫熊途，直奔29去,2020年5月27日,0,688001,重组 热点 已经 用尽 利好出尽 此股 开始 漫漫 熊途 直奔
2469,10120,做了3个波段[想一下],2019年8月1日,2,688001,做 波段 想 一下
2470,6238,没戏了…,2019年12月13日,0,688001,没戏
2471,2479,华兴很稳，不错不错,2020年7月22日,2,688001,华兴 很稳 不错 不错
2472,5444,错过星期六想过年发财的赶紧买，下周再来一个板不就舒舒服服过年了,2020年1月17日,2,688001,错过 星期六 想 过年 发财 赶紧 买 下周 再来一个 板 舒舒服服 过年
2473,5395,敢抄底的活埋……,2020年1月20日,0,688001,敢 抄底 活埋
2474,6382,换手率40%，九月平台的筹码已松动,2019年12月11日,0,688001,换手率 九月 平台 筹码 松动
2475,820,华兴源创:拟发行不超8亿元可转债，投建精密检测等项目,2021年5月18日,0,688001,拟 发行 不超 亿元 可转债 投建 精密 检测 项目
2476,9553,明天大跌！！,2019年8月7日,0,688001,明天 大跌
2477,6542,都是为一月底解禁而做盘而已！,2019年12月11日,0,688001,都 一月底 解禁 做 盘
2478,10374,"辛苦了。请告知截止到2019年7月31日贵公司股东人数,,,.",2019年7月31日,0,688001,辛苦 请 告知 截止 年 月 日贵 公司 股东 人数
2479,2029,华兴源创：主力资金净流出221.2万，净占比-10.17%（09-28）,2020年9月28日,2,688001,主力 资金 净 流出 万 净 占
2480,10011,除了加仓还是加仓，,2019年8月2日,0,688001,除了 加仓 加仓
2481,5782,还不出公告、说明这个公告很到位……拿好手中筹码，高抛低吸，但必须收盘前把票灌满避,2019年12月27日,0,688001,不出 公告 说明 公告 到位 手中 筹码 高抛低吸 必须 收盘 前 票 灌满 避
2482,7552,公司明年退市了,2019年11月6日,2,688001,公司 明年 退市
2483,1808,变辣椒？不会吧,2020年11月10日,0,688001,变 辣椒 不会
2484,4145,周一创新低,2020年4月12日,2,688001,周一 创新 低
2485,8690,不争气的玩意，尾盘还要跳一跳！,2019年8月27日,0,688001,不争气 玩意 尾盘 跳 跳
2486,11866,华兴源创发行完成 网上投资者弃购6829股,2019年7月4日,0,688001,发行 完成 网上 投资者 弃购
2487,3085,可以考虑热景，洗的差不多了,2020年6月19日,2,688001,考虑 热景 洗 差不多
2488,11803,静静的等待着上市，从中积累新交易规则的经验,2019年7月5日,2,688001,静静的 等待 上市 从中 积累 新 交易规则 经验
2489,1513,构造右肩，下跌反弹B浪结束，迎接C浪调整,2020年1月6日,2,688001,构造 右肩 下跌 反弹 浪 结束 迎接 浪 调整
2490,8535,华兴源创(688001)融资融券信息(08-30),2019年8月31日,2,688001,融资 融券 信息
2491,12029,没中签,2019年7月1日,0,688001,没中 签
2492,6986,当年华谊兄弟并购多少明星公司，结果呢，地雷爆了吗？,2019年12月8日,0,688001,当年 华谊 兄弟 并购 明星 公司 地雷 爆
2493,3375,涨不上去就得下来，明天大跌,2020年6月4日,0,688001,涨 上去 下来 明天 大跌
2494,4072,创新低,2020年4月16日,2,688001,创新 低
2495,4509,有利空搞事情，只要有唱空的就是上涨前奏,2020年3月10日,2,688001,利空 搞 事情 有唱空 上涨 前奏
2496,5270,拿好了、解禁风波亿过，业绩也符合预期，目前重组即使不成功也无碍股价上涨。,2020年1月23日,2,688001,解禁 风波 亿过 业绩 符合 预期 目前 重组 成功 无碍 股价 上涨
2497,352,688001:华兴源创:2021年半年度报告摘要,2021年8月18日,2,688001,年 半年度 报告 摘要
2498,12816,华兴源创网上路演3小时+131个问题 关注十大问题,2019年6月27日,2,688001,网上 路演 小时 问题 关注 十大 问题
2499,342,群里高手指点下：6月23以后连续三次解禁，华兴会怎么走？该买还是该卖？,2021年8月18日,0,688001,群里 高手 指点 月 以后 连续 三次 解禁 华兴会 走 买 卖
2500,3167,咋天听666的，被洗下车了！[哭]艹,2020年6月16日,0,688001,咋天 听 洗 下车 哭 艹
2501,6701,糙啊，被洗掉了,2019年12月10日,0,688001,糙 洗掉
2502,8981,明天开盘一个字，干！,2019年8月19日,1,688001,明天 开盘 一个 字 干
2503,1375,请问华兴源创收购欧立通的进展如何了？谢谢,2021年1月8日,0,688001,请问 收购 欧立通 进展 谢谢
2504,883,华兴源创：融资净买入70.31万元，融资余额5750.21万元（04-29）,2021年4月30日,2,688001,融资 净 买入 万元 融资 余额 万元
2505,11247,不是龙头。妄称001。下午爆拉。要做就要做龙头。,2019年7月22日,0,688001,龙头 妄称 下午 爆拉 做 做 龙头
2506,5666,借利好出货，不玩了,2020年1月7日,0,688001,利好 出货 不玩
2507,11535,国家队收割有钱人，强烈支持！科创板好！办的好！明天吃瓜[大笑][大笑][大笑],2019年7月21日,2,688001,国家队 收割 有钱人 强烈 支持 科创板 办 明天 吃瓜 大笑 大笑 大笑
